x,y,month,year,aet,tmx,ppt_winter_sum,tmx_summer_mean,cec,drclass,om,ph,tdiff,presence
-117.37194,33.26444,10,2000,0,21.719999313354492,181.6700134277344,23.739999771118164,19.803632736206055,3,1.0442878007888794,7.3088698387146,8.59,1
-117.05,33.87,4,2001,22.979999542236328,21.850000381469727,148.8800048828125,35.57666778564453,15.90461254119873,5,0.7175915241241455,8.215157508850098,15.14,1
-119.25,35.22917,4,2001,55.79999923706055,21.8700008392334,113.47999572753906,35.4466667175293,20.284727096557617,3,0.436762660741806,9.010000228881836,13.62,1
-119.250167,35.241167,4,2001,42.619998931884766,21.84000015258789,114.18000030517578,35.41999816894531,15.899999618530272,3,0.39901700615882874,9.010000228881836,13.67,1
-116.96667,33.7,5,2001,44.369998931884766,31.530000686645508,161.25,35.96666717529297,7.833106517791748,3,0.3714682459831238,6.610004425048828,20.1,1
-120.25444,36.73417,4,2002,22.510000228881836,23.520000457763672,110.04000091552734,34.20333480834961,14.34000015258789,5,0.3199999928474426,8.930000305175781,15.86,1
-120.269167,36.728611,4,2002,29.90999984741211,23.549999237060547,108.52999877929688,34.2066650390625,11.81525993347168,5,0.2857280373573303,8.720918655395508,15.82,1
-117.11972,33.87028,5,2002,19.540000915527344,26.530000686645508,29.229999542236328,33.900001525878906,33.79948043823242,6,0.327390193939209,8.599702835083008,17.1,1
-119.303818,36.447758,3,2003,19.770000457763672,20.5,97.95999908447266,34.79999923706055,12.908212661743164,4,0.3471582233905792,7.866429805755615,14.25,1
-117.033333,33.75,4,2003,32.04999923706055,20.920000076293945,189.47999572753903,35.029998779296875,10.547927856445313,4,0.2444474995136261,8.736461639404297,14.98,1
-117.29222,34.06139,4,2003,55.45000076293945,21.399999618530273,181.6300048828125,33.84000015258789,7.937347888946533,5,0.95786315202713,7.986865520477295,13.71,1
-117.1212623,33.8456099,5,2003,0,27.100000381469727,178.44000244140625,34.439998626708984,11.791748046875,4,0.16210070252418518,8.616233825683594,16.93,1
-117.3,33.625,5,2003,83.80999755859375,25.6299991607666,241.83999633789065,32.810001373291016,11.358339309692385,4,0.2988224923610687,7.544431686401367,15.29,1
-117.300268,33.657439,5,2003,83.95999908447266,26.290000915527344,229.12998962402344,33.43000030517578,7.916990280151367,3,0.2488093823194504,7.419831275939941,16.02,1
-117.30722,33.61694,5,2003,81.75,25.5,244.1699981689453,32.663333892822266,12.123000144958496,3,1.1081846952438354,6.948909759521484,15.14,1
-117.29917,33.65222,5,2003,121.23999786376952,26.149999618530273,232.1199951171875,33.29999923706055,6.716257572174072,4,0.16160184144973755,8.440406799316406,15.86,1
-117.3075,33.65278,5,2003,118.18000030517578,26.209999084472656,230.6699981689453,33.33000183105469,5.395169734954834,4,0.14000000059604645,8.264854431152344,15.92,1
-117.30389,33.65472,5,2003,82.33000183105469,26.200000762939453,230.75,33.336666107177734,5.546959400177002,1,0.14093618094921112,8.296425819396973,15.92,1
-117.03333,33.745,5,2003,51.06999969482422,27.200000762939453,189.76998901367188,35.03666687011719,9.296967506408691,4,0.2113871872425079,8.775203704833984,17.32,1
-121.851873,38.543859,5,2003,52.08000183105469,26.209999084472656,348.19000244140625,33.52000045776367,26.60006523132324,3,0.5877565145492554,7.81101131439209,15.88,1
-117.26372,34.07156,6,2003,10.1899995803833,28.420000076293945,188.5399932861328,33.92333221435547,8.504704475402832,5,1.2808972597122192,8.276484489440918,13.98,1
-117.27592,34.0695,6,2003,9.710000038146973,28.38999938964844,186.22000122070313,33.893333435058594,7.4825263023376465,2,1.0266249179840088,8.01598834991455,13.94,1
-117.09167,33.70333,6,2003,72.31999969482422,29.84000015258789,198.5800018310547,34.68000030517578,9.145915031433104,3,0.2284601330757141,8.422176361083984,17.12,1
-121.9314,38.2281,7,2003,0,33.25,330.3599853515625,30.803333282470703,22.080299377441406,4,1.1120635271072388,7.443787097930908,18.26,1
-119.7308,36.6714,10,2003,0.3100000023841858,29.690000534057617,151.09999084472656,34.72666549682617,10.683692932128906,3,0.3199999928474426,7.730000019073486,18.27,1
-119.15,35.35,11,2003,0.14000000059604645,17.1299991607666,95.73999786376952,34.439998626708984,5.767261981964111,2,0.17590664327144623,7.748396873474121,11.76,1
-119.36417,35.32222,4,2004,0,25.959999084472656,85.37999725341797,34.75,24.489999771118164,4,0.20999999344348907,8.199999809265137,15.32,1
-117.02917,33.75444,4,2004,16.1200008392334,24.93000030517578,109.5999984741211,33.44333267211914,8.887393951416016,3,0.3438144624233246,7.7153472900390625,16.38,1
-117.221,33.6782,5,2004,25.010000228881836,28.020000457763672,118.98999786376952,32.470001220703125,8.564981460571289,3,0.4478790760040283,6.775291442871094,16.62,1
-117.12306,33.855,5,2004,44.47999954223633,28.770000457763672,103.5,33.279998779296875,20.00507926940918,6,0.2263987213373184,8.699999809265137,17.05,1
-121.608,36.9085,7,2004,0,24.299999237060547,337.260009765625,24.76333236694336,12.54212760925293,3,1.5519362688064575,6.1875224113464355,11.97,1
-117.509764,33.961534,8,2004,0,32.529998779296875,121.4499969482422,31.63666534423828,7.6363935470581055,3,0.2349521815776825,6.951553821563721,16.41,1
